gvkey,iid,datadate,tic,cusip,conm,trt1m
1891,1,20111130,ADP,53015103,AUTOMATIC DATA PROCESSING,-2.3696
1891,1,20111231,ADP,53015103,AUTOMATIC DATA PROCESSING,6.4885
1891,1,20120131,ADP,53015103,AUTOMATIC DATA PROCESSING,1.4257
1891,1,20120229,ADP,53015103,AUTOMATIC DATA PROCESSING,-0.8397
1891,1,20120331,ADP,53015103,AUTOMATIC DATA PROCESSING,2.3288
1891,1,20120430,ADP,53015103,AUTOMATIC DATA PROCESSING,0.7791
1891,1,20120531,ADP,53015103,AUTOMATIC DATA PROCESSING,-6.2388
1891,1,20120630,ADP,53015103,AUTOMATIC DATA PROCESSING,7.488
1891,1,20120731,ADP,53015103,AUTOMATIC DATA PROCESSING,1.599
1891,1,20120831,ADP,53015103,AUTOMATIC DATA PROCESSING,2.7056
1891,1,20120930,ADP,53015103,AUTOMATIC DATA PROCESSING,1.6787
1891,1,20121031,ADP,53015103,AUTOMATIC DATA PROCESSING,-1.4831
1891,1,20121130,ADP,53015103,AUTOMATIC DATA PROCESSING,-1.8083
1891,1,20121231,ADP,53015103,AUTOMATIC DATA PROCESSING,1.0926
1891,1,20130131,ADP,53015103,AUTOMATIC DATA PROCESSING,4.1454
1891,1,20130228,ADP,53015103,AUTOMATIC DATA PROCESSING,3.4913
1891,1,20130331,ADP,53015103,AUTOMATIC DATA PROCESSING,6.69
1891,1,20130430,ADP,53015103,AUTOMATIC DATA PROCESSING,3.5522
1891,1,20130531,ADP,53015103,AUTOMATIC DATA PROCESSING,2.0493
1891,1,20130630,ADP,53015103,AUTOMATIC DATA PROCESSING,0.8367
1891,1,20130731,ADP,53015103,AUTOMATIC DATA PROCESSING,4.6936
1891,1,20130831,ADP,53015103,AUTOMATIC DATA PROCESSING,-1.2928
1891,1,20130930,ADP,53015103,AUTOMATIC DATA PROCESSING,2.3257
1891,1,20131031,ADP,53015103,AUTOMATIC DATA PROCESSING,3.6543
1891,1,20131130,ADP,53015103,AUTOMATIC DATA PROCESSING,6.6578
1891,1,20131231,ADP,53015103,AUTOMATIC DATA PROCESSING,1.5734
1891,1,20140131,ADP,53015103,AUTOMATIC DATA PROCESSING,-5.1968
1891,1,20140228,ADP,53015103,AUTOMATIC DATA PROCESSING,1.5405
1891,1,20140331,ADP,53015103,AUTOMATIC DATA PROCESSING,-0.0514
1891,1,20140430,ADP,53015103,AUTOMATIC DATA PROCESSING,0.906
1891,1,20140531,ADP,53015103,AUTOMATIC DATA PROCESSING,2.2063
1891,1,20140630,ADP,53015103,AUTOMATIC DATA PROCESSING,0.1004
1891,1,20140731,ADP,53015103,AUTOMATIC DATA PROCESSING,2.5605
1891,1,20140831,ADP,53015103,AUTOMATIC DATA PROCESSING,2.6688
1891,1,20140930,ADP,53015103,AUTOMATIC DATA PROCESSING,0.0958
1891,1,20141031,ADP,53015103,AUTOMATIC DATA PROCESSING,10.524
1891,1,20141130,ADP,53015103,AUTOMATIC DATA PROCESSING,4.72
1891,1,20141231,ADP,53015103,AUTOMATIC DATA PROCESSING,-2.0785
1891,1,20150131,ADP,53015103,AUTOMATIC DATA PROCESSING,-1.0076
1891,1,20150228,ADP,53015103,AUTOMATIC DATA PROCESSING,7.6457
1891,1,20150331,ADP,53015103,AUTOMATIC DATA PROCESSING,-3.0504
1891,1,20150430,ADP,53015103,AUTOMATIC DATA PROCESSING,-1.2844
1891,1,20150531,ADP,53015103,AUTOMATIC DATA PROCESSING,1.1474
1891,1,20150630,ADP,53015103,AUTOMATIC DATA PROCESSING,-5.6017
1891,1,20150731,ADP,53015103,AUTOMATIC DATA PROCESSING,-0.5734
1891,1,20150831,ADP,53015103,AUTOMATIC DATA PROCESSING,-3.0713
1891,1,20150930,ADP,53015103,AUTOMATIC DATA PROCESSING,4.5654
1891,1,20151031,ADP,53015103,AUTOMATIC DATA PROCESSING,8.2504
1891,1,20151130,ADP,53015103,AUTOMATIC DATA PROCESSING,-0.8392
1891,1,20151231,ADP,53015103,AUTOMATIC DATA PROCESSING,-1.1709
1891,1,20160131,ADP,53015103,AUTOMATIC DATA PROCESSING,-1.924
1891,1,20160229,ADP,53015103,AUTOMATIC DATA PROCESSING,1.9256
1891,1,20160331,ADP,53015103,AUTOMATIC DATA PROCESSING,6.5533
1891,1,20160430,ADP,53015103,AUTOMATIC DATA PROCESSING,-1.4157
1891,1,20160531,ADP,53015103,AUTOMATIC DATA PROCESSING,-0.6784
1891,1,20160630,ADP,53015103,AUTOMATIC DATA PROCESSING,5.1913
1891,1,20160731,ADP,53015103,AUTOMATIC DATA PROCESSING,-3.1784
1891,1,20160831,ADP,53015103,AUTOMATIC DATA PROCESSING,0.9668
1891,1,20160930,ADP,53015103,AUTOMATIC DATA PROCESSING,-1.2025
1891,1,20161031,ADP,53015103,AUTOMATIC DATA PROCESSING,-1.2925
1891,1,20161130,ADP,53015103,AUTOMATIC DATA PROCESSING,10.2918
1891,1,20161231,ADP,53015103,AUTOMATIC DATA PROCESSING,7.6338
1891,1,20170131,ADP,53015103,AUTOMATIC DATA PROCESSING,-1.7416
1891,1,20170228,ADP,53015103,AUTOMATIC DATA PROCESSING,1.614
1891,1,20170331,ADP,53015103,AUTOMATIC DATA PROCESSING,0.3313
1891,1,20170430,ADP,53015103,AUTOMATIC DATA PROCESSING,2.051
1891,1,20170531,ADP,53015103,AUTOMATIC DATA PROCESSING,-2.0289
1891,1,20170630,ADP,53015103,AUTOMATIC DATA PROCESSING,0.6447
1891,1,20170731,ADP,53015103,AUTOMATIC DATA PROCESSING,16.055
1891,1,20170831,ADP,53015103,AUTOMATIC DATA PROCESSING,-10.4617
1891,1,20170930,ADP,53015103,AUTOMATIC DATA PROCESSING,3.2122
1891,1,20171031,ADP,53015103,AUTOMATIC DATA PROCESSING,6.3483
1891,1,20171130,ADP,53015103,AUTOMATIC DATA PROCESSING,-1.5483
1891,1,20171231,ADP,53015103,AUTOMATIC DATA PROCESSING,2.9355
1891,1,20180131,ADP,53015103,AUTOMATIC DATA PROCESSING,5.4953
1891,1,20180228,ADP,53015103,AUTOMATIC DATA PROCESSING,-6.7217
1891,1,20180331,ADP,53015103,AUTOMATIC DATA PROCESSING,-1.0493
1891,1,20180430,ADP,53015103,AUTOMATIC DATA PROCESSING,4.0536
1891,1,20180531,ADP,53015103,AUTOMATIC DATA PROCESSING,10.1118
1891,1,20180630,ADP,53015103,AUTOMATIC DATA PROCESSING,3.6994
1891,1,20180731,ADP,53015103,AUTOMATIC DATA PROCESSING,0.6337
1891,1,20180831,ADP,53015103,AUTOMATIC DATA PROCESSING,8.7118
1891,1,20180930,ADP,53015103,AUTOMATIC DATA PROCESSING,3.1346
1891,1,20181031,ADP,53015103,AUTOMATIC DATA PROCESSING,-4.3674
1891,1,20181130,ADP,53015103,AUTOMATIC DATA PROCESSING,2.3182
1891,1,20181231,ADP,53015103,AUTOMATIC DATA PROCESSING,-10.521
1891,1,20190131,ADP,53015103,AUTOMATIC DATA PROCESSING,6.6504
1891,1,20190228,ADP,53015103,AUTOMATIC DATA PROCESSING,9.4322
1891,1,20190331,ADP,53015103,AUTOMATIC DATA PROCESSING,4.901
1891,1,20190430,ADP,53015103,AUTOMATIC DATA PROCESSING,2.911
1891,1,20190531,ADP,53015103,AUTOMATIC DATA PROCESSING,-2.5975
1891,1,20190630,ADP,53015103,AUTOMATIC DATA PROCESSING,3.7472
1891,1,20190731,ADP,53015103,AUTOMATIC DATA PROCESSING,0.7198
1891,1,20190831,ADP,53015103,AUTOMATIC DATA PROCESSING,1.9938
1891,1,20190930,ADP,53015103,AUTOMATIC DATA PROCESSING,-4.4925
1891,1,20191031,ADP,53015103,AUTOMATIC DATA PROCESSING,0.5018
1891,1,20191130,ADP,53015103,AUTOMATIC DATA PROCESSING,5.2703
1891,1,20191231,ADP,53015103,AUTOMATIC DATA PROCESSING,0.3689
1891,1,20200131,ADP,53015103,AUTOMATIC DATA PROCESSING,0.522
1891,1,20200229,ADP,53015103,AUTOMATIC DATA PROCESSING,-9.7147
1891,1,20200331,ADP,53015103,AUTOMATIC DATA PROCESSING,-11.0831
1891,1,20200430,ADP,53015103,AUTOMATIC DATA PROCESSING,7.3237
1891,1,20200531,ADP,53015103,AUTOMATIC DATA PROCESSING,-0.1363
1891,1,20200630,ADP,53015103,AUTOMATIC DATA PROCESSING,2.2595
1891,1,20200731,ADP,53015103,AUTOMATIC DATA PROCESSING,-10.7328
1891,1,20200831,ADP,53015103,AUTOMATIC DATA PROCESSING,4.6498
1891,1,20200930,ADP,53015103,AUTOMATIC DATA PROCESSING,0.9418
1891,1,20201031,ADP,53015103,AUTOMATIC DATA PROCESSING,13.2411
2504,1,20100131,UIS,909214306,UNISYS CORP,-25.0778
2504,1,20100228,UIS,909214306,UNISYS CORP,20.8377
2504,1,20100331,UIS,909214306,UNISYS CORP,-0.0573
2504,1,20100430,UIS,909214306,UNISYS CORP,-19.6905
2504,1,20100531,UIS,909214306,UNISYS CORP,-17.202
2504,1,20100630,UIS,909214306,UNISYS CORP,-20.3017
2504,1,20100731,UIS,909214306,UNISYS CORP,46.079
2504,1,20100831,UIS,909214306,UNISYS CORP,-17.2158
2504,1,20100930,UIS,909214306,UNISYS CORP,24.7764
2504,1,20101031,UIS,909214306,UNISYS CORP,-17.3835
2504,1,20101130,UIS,909214306,UNISYS CORP,-1.9089
2504,1,20101231,UIS,909214306,UNISYS CORP,14.5069
2504,1,20110131,UIS,909214306,UNISYS CORP,9.4245
2504,1,20110228,UIS,909214306,UNISYS CORP,31.1684
2504,1,20110331,UIS,909214306,UNISYS CORP,-15.9849
2504,1,20110430,UIS,909214306,UNISYS CORP,-4.9327
2504,1,20110531,UIS,909214306,UNISYS CORP,-5.8288
2504,1,20110630,UIS,909214306,UNISYS CORP,-8.0501
2504,1,20110731,UIS,909214306,UNISYS CORP,-19.1829
2504,1,20110831,UIS,909214306,UNISYS CORP,-15.3105
2504,1,20110930,UIS,909214306,UNISYS CORP,-10.8016
2504,1,20111031,UIS,909214306,UNISYS CORP,65.6469
2504,1,20111130,UIS,909214306,UNISYS CORP,-7.0796
2504,1,20111231,UIS,909214306,UNISYS CORP,-18.3851
2504,1,20120131,UIS,909214306,UNISYS CORP,6.3927
2504,1,20120229,UIS,909214306,UNISYS CORP,-10.9204
2504,1,20120331,UIS,909214306,UNISYS CORP,5.5675
2504,1,20120430,UIS,909214306,UNISYS CORP,-5.3753
2504,1,20120531,UIS,909214306,UNISYS CORP,-15.8092
2504,1,20120630,UIS,909214306,UNISYS CORP,24.443
2504,1,20120731,UIS,909214306,UNISYS CORP,-0.6138
2504,1,20120831,UIS,909214306,UNISYS CORP,8.7494
2504,1,20120930,UIS,909214306,UNISYS CORP,-1.4671
2504,1,20121031,UIS,909214306,UNISYS CORP,-18.1076
2504,1,20121130,UIS,909214306,UNISYS CORP,1.349
2504,1,20121231,UIS,909214306,UNISYS CORP,0.1157
2504,1,20130131,UIS,909214306,UNISYS CORP,28.3815
2504,1,20130228,UIS,909214306,UNISYS CORP,3.4669
2504,1,20130331,UIS,909214306,UNISYS CORP,-1.0009
2504,1,20130430,UIS,909214306,UNISYS CORP,-15.9121
2504,1,20130531,UIS,909214306,UNISYS CORP,7.9456
2504,1,20130630,UIS,909214306,UNISYS CORP,6.8765
2504,1,20130731,UIS,909214306,UNISYS CORP,17.5351
2504,1,20130831,UIS,909214306,UNISYS CORP,-3.0069
2504,1,20130930,UIS,909214306,UNISYS CORP,0.1192
2504,1,20131031,UIS,909214306,UNISYS CORP,4.605
2504,1,20131130,UIS,909214306,UNISYS CORP,4.2505
2504,1,20131231,UIS,909214306,UNISYS CORP,22.206
2504,1,20140131,UIS,909214306,UNISYS CORP,2.0852
2504,1,20140228,UIS,909214306,UNISYS CORP,-0.1459
2504,1,20140331,UIS,909214306,UNISYS CORP,-10.9877
2504,1,20140430,UIS,909214306,UNISYS CORP,-19.9934
2504,1,20140531,UIS,909214306,UNISYS CORP,-3.6931
2504,1,20140630,UIS,909214306,UNISYS CORP,5.4112
2504,1,20140731,UIS,909214306,UNISYS CORP,-13.945
2504,1,20140831,UIS,909214306,UNISYS CORP,9.9577
2504,1,20140930,UIS,909214306,UNISYS CORP,0
2504,1,20141031,UIS,909214306,UNISYS CORP,9.5258
2504,1,20141130,UIS,909214306,UNISYS CORP,4.2122
2504,1,20141231,UIS,909214306,UNISYS CORP,10.3293
2504,1,20150131,UIS,909214306,UNISYS CORP,-25.6106
2504,1,20150228,UIS,909214306,UNISYS CORP,3.2376
2504,1,20150331,UIS,909214306,UNISYS CORP,2.5177
2504,1,20150430,UIS,909214306,UNISYS CORP,-6.2042
2504,1,20150531,UIS,909214306,UNISYS CORP,-5.65
2504,1,20150630,UIS,909214306,UNISYS CORP,-2.6777
2504,1,20150731,UIS,909214306,UNISYS CORP,-20.6103
2504,1,20150831,UIS,909214306,UNISYS CORP,-17.0132
2504,1,20150930,UIS,909214306,UNISYS CORP,-9.6431
2504,1,20151031,UIS,909214306,UNISYS CORP,12.605
2504,1,20151130,UIS,909214306,UNISYS CORP,-4.0299
2504,1,20151231,UIS,909214306,UNISYS CORP,-14.0747
2504,1,20160131,UIS,909214306,UNISYS CORP,-11.1312
2504,1,20160229,UIS,909214306,UNISYS CORP,9.6741
2504,1,20160331,UIS,909214306,UNISYS CORP,-28.5051
2504,1,20160430,UIS,909214306,UNISYS CORP,0.1299
2504,1,20160531,UIS,909214306,UNISYS CORP,9.4682
2504,1,20160630,UIS,909214306,UNISYS CORP,-13.7441
2504,1,20160731,UIS,909214306,UNISYS CORP,36.1264
2504,1,20160831,UIS,909214306,UNISYS CORP,1.9173
2504,1,20160930,UIS,909214306,UNISYS CORP,-3.5644
2504,1,20161031,UIS,909214306,UNISYS CORP,7.2895
2504,1,20161130,UIS,909214306,UNISYS CORP,42.1053
2504,1,20161231,UIS,909214306,UNISYS CORP,0.6734
2504,1,20170131,UIS,909214306,UNISYS CORP,-14.0468
2504,1,20170228,UIS,909214306,UNISYS CORP,8.1712
2504,1,20170331,UIS,909214306,UNISYS CORP,0.3597
2504,1,20170430,UIS,909214306,UNISYS CORP,-18.9964
2504,1,20170531,UIS,909214306,UNISYS CORP,4.4248
2504,1,20170630,UIS,909214306,UNISYS CORP,8.4746
2504,1,20170731,UIS,909214306,UNISYS CORP,0
2504,1,20170831,UIS,909214306,UNISYS CORP,-39.4531
2504,1,20170930,UIS,909214306,UNISYS CORP,9.6774
2504,1,20171031,UIS,909214306,UNISYS CORP,2.9412
2504,1,20171130,UIS,909214306,UNISYS CORP,-11.4286
2504,1,20171231,UIS,909214306,UNISYS CORP,5.1613
2504,1,20180131,UIS,909214306,UNISYS CORP,9.2025
2504,1,20180228,UIS,909214306,UNISYS CORP,25.8427
2504,1,20180331,UIS,909214306,UNISYS CORP,-4.0179
2504,1,20180430,UIS,909214306,UNISYS CORP,4.186
2504,1,20180531,UIS,909214306,UNISYS CORP,7.5893
2504,1,20180630,UIS,909214306,UNISYS CORP,7.0539
2504,1,20180731,UIS,909214306,UNISYS CORP,-0.3876
2504,1,20180831,UIS,909214306,UNISYS CORP,44.7471
2504,1,20180930,UIS,909214306,UNISYS CORP,9.6774
2504,1,20181031,UIS,909214306,UNISYS CORP,-9.7549
2504,1,20181130,UIS,909214306,UNISYS CORP,-26.5617
2504,1,20181231,UIS,909214306,UNISYS CORP,-13.9793
2504,1,20190131,UIS,909214306,UNISYS CORP,12.4678
2504,1,20190228,UIS,909214306,UNISYS CORP,3.2875
2504,1,20190331,UIS,909214306,UNISYS CORP,-13.6195
2504,1,20190430,UIS,909214306,UNISYS CORP,-3.9417
2504,1,20190531,UIS,909214306,UNISYS CORP,-13.4701
2504,1,20190630,UIS,909214306,UNISYS CORP,0.2062
2504,1,20190731,UIS,909214306,UNISYS CORP,27.4691
2504,1,20190831,UIS,909214306,UNISYS CORP,-47.2155
2504,1,20190930,UIS,909214306,UNISYS CORP,13.6086
2504,1,20191031,UIS,909214306,UNISYS CORP,38.0888
2504,1,20191130,UIS,909214306,UNISYS CORP,10.9162
2504,1,20191231,UIS,909214306,UNISYS CORP,4.2179
2504,1,20200131,UIS,909214306,UNISYS CORP,-18.1282
2504,1,20200229,UIS,909214306,UNISYS CORP,59.9382
2504,1,20200331,UIS,909214306,UNISYS CORP,-20.4765
2504,1,20200430,UIS,909214306,UNISYS CORP,1.9433
2504,1,20200531,UIS,909214306,UNISYS CORP,-9.7697
2504,1,20200630,UIS,909214306,UNISYS CORP,-3.9613
2504,1,20200731,UIS,909214306,UNISYS CORP,8.9826
2504,1,20200831,UIS,909214306,UNISYS CORP,-1.9344
2504,1,20200930,UIS,909214306,UNISYS CORP,-8.4906
2504,1,20201031,UIS,909214306,UNISYS CORP,23.149
3310,1,20100131,CA,12673P105,CA INC,-1.87
3310,1,20100228,CA,12673P105,CA INC,2.2686
3310,1,20100331,CA,12673P105,CA INC,4.3111
3310,1,20100430,CA,12673P105,CA INC,-2.7695
3310,1,20100531,CA,12673P105,CA INC,-11.0868
3310,1,20100630,CA,12673P105,CA INC,-9.1358
3310,1,20100731,CA,12673P105,CA INC,6.3043
3310,1,20100831,CA,12673P105,CA INC,-7.8349
3310,1,20100930,CA,12673P105,CA INC,17.4149
3310,1,20101031,CA,12673P105,CA INC,9.8485
3310,1,20101130,CA,12673P105,CA INC,-1.3362
3310,1,20101231,CA,12673P105,CA INC,6.9463
3310,1,20110131,CA,12673P105,CA INC,-2.6187
3310,1,20110228,CA,12673P105,CA INC,4.2857
3310,1,20110331,CA,12673P105,CA INC,-2.4213
3310,1,20110430,CA,12673P105,CA INC,1.6956
3310,1,20110531,CA,12673P105,CA INC,-4.636
3310,1,20110630,CA,12673P105,CA INC,-2.3932
3310,1,20110731,CA,12673P105,CA INC,-2.3643
3310,1,20110831,CA,12673P105,CA INC,-5.6502
3310,1,20110930,CA,12673P105,CA INC,-7.5274
3310,1,20111031,CA,12673P105,CA INC,11.592
3310,1,20111130,CA,12673P105,CA INC,-1.8929
3310,1,20111231,CA,12673P105,CA INC,-4.6462
3310,1,20120131,CA,12673P105,CA INC,27.5291
3310,1,20120229,CA,12673P105,CA INC,5.8185
3310,1,20120331,CA,12673P105,CA INC,1.9608
3310,1,20120430,CA,12673P105,CA INC,-4.1364
3310,1,20120531,CA,12673P105,CA INC,-4.9205
3310,1,20120630,CA,12673P105,CA INC,8.9264
3310,1,20120731,CA,12673P105,CA INC,-11.148
3310,1,20120831,CA,12673P105,CA INC,9.1816
3310,1,20120930,CA,12673P105,CA INC,-1.0181
3310,1,20121031,CA,12673P105,CA INC,-12.6334
3310,1,20121130,CA,12673P105,CA INC,-0.4442
3310,1,20121231,CA,12673P105,CA INC,-0.8123
3310,1,20130131,CA,12673P105,CA INC,12.9208
3310,1,20130228,CA,12673P105,CA INC,-0.2417
3310,1,20130331,CA,12673P105,CA INC,2.7336
3310,1,20130430,CA,12673P105,CA INC,7.1088
3310,1,20130531,CA,12673P105,CA INC,2.2247
3310,1,20130630,CA,12673P105,CA INC,4.7584
3310,1,20130731,CA,12673P105,CA INC,3.9133
3310,1,20130831,CA,12673P105,CA INC,-0.807
3310,1,20130930,CA,12673P105,CA INC,1.4359
3310,1,20131031,CA,12673P105,CA INC,7.0442
3310,1,20131130,CA,12673P105,CA INC,4.6914
3310,1,20131231,CA,12673P105,CA INC,1.9697
3310,1,20140131,CA,12673P105,CA INC,-4.636
3310,1,20140228,CA,12673P105,CA INC,5.173
3310,1,20140331,CA,12673P105,CA INC,-7.5224
3310,1,20140430,CA,12673P105,CA INC,-2.7114
3310,1,20140531,CA,12673P105,CA INC,-3.9814
3310,1,20140630,CA,12673P105,CA INC,0.1743
3310,1,20140731,CA,12673P105,CA INC,0.4871
3310,1,20140831,CA,12673P105,CA INC,-1.3504
3310,1,20140930,CA,12673P105,CA INC,-1.0623
3310,1,20141031,CA,12673P105,CA INC,4.0086
3310,1,20141130,CA,12673P105,CA INC,8.0523
3310,1,20141231,CA,12673P105,CA INC,-2.2472
3310,1,20150131,CA,12673P105,CA INC,-0.4926
3310,1,20150228,CA,12673P105,CA INC,8.1518
3310,1,20150331,CA,12673P105,CA INC,0.2768
3310,1,20150430,CA,12673P105,CA INC,-2.5759
3310,1,20150531,CA,12673P105,CA INC,-3.368
3310,1,20150630,CA,12673P105,CA INC,-3.8095
3310,1,20150731,CA,12673P105,CA INC,-0.5292
3310,1,20150831,CA,12673P105,CA INC,-5.4745
3310,1,20150930,CA,12673P105,CA INC,0.0366
3310,1,20151031,CA,12673P105,CA INC,1.5018
3310,1,20151130,CA,12673P105,CA INC,2.3457
3310,1,20151231,CA,12673P105,CA INC,1.6009
3310,1,20160131,CA,12673P105,CA INC,0.5952
3310,1,20160229,CA,12673P105,CA INC,2.8194
3310,1,20160331,CA,12673P105,CA INC,5.1212
3310,1,20160430,CA,12673P105,CA INC,-3.67
3310,1,20160531,CA,12673P105,CA INC,9.8281
3310,1,20160630,CA,12673P105,CA INC,1.578
3310,1,20160731,CA,12673P105,CA INC,5.5437
3310,1,20160831,CA,12673P105,CA INC,-1.3997
3310,1,20160930,CA,12673P105,CA INC,-2.4477
3310,1,20161031,CA,12673P105,CA INC,-7.0738
3310,1,20161130,CA,12673P105,CA INC,4.7983
3310,1,20161231,CA,12673P105,CA INC,-0.5945
3310,1,20170131,CA,12673P105,CA INC,-1.5738
3310,1,20170228,CA,12673P105,CA INC,4.0134
3310,1,20170331,CA,12673P105,CA INC,-1.7044
3310,1,20170430,CA,12673P105,CA INC,3.4994
3310,1,20170531,CA,12673P105,CA INC,-2.452
3310,1,20170630,CA,12673P105,CA INC,8.4986
3310,1,20170731,CA,12673P105,CA INC,-9.9507
3310,1,20170831,CA,12673P105,CA INC,7.7159
3310,1,20170930,CA,12673P105,CA INC,0.6028
3310,1,20171031,CA,12673P105,CA INC,-2.9958
3310,1,20171130,CA,12673P105,CA INC,2.9185
3310,1,20171231,CA,12673P105,CA INC,0.635
3310,1,20180131,CA,12673P105,CA INC,7.7224
3310,1,20180228,CA,12673P105,CA INC,-1.3808
3310,1,20180331,CA,12673P105,CA INC,-3.4188
3310,1,20180430,CA,12673P105,CA INC,2.6549
3310,1,20180531,CA,12673P105,CA INC,3.4339
3310,1,20180630,CA,12673P105,CA INC,-0.2518
3310,1,20180731,CA,12673P105,CA INC,24.0112
3310,1,20180831,CA,12673P105,CA INC,-0.3506
3310,1,20180930,CA,12673P105,CA INC,0.7991
3310,1,20181031,CA,12673P105,CA INC,0.4757
3310,1,20181130,CA,12673P105,CA INC,0.3156
3336,1,20100131,DXC,23355L106,DXC TECHNOLOGY CO,-10.8291
3336,1,20100228,DXC,23355L106,DXC TECHNOLOGY CO,0.9552
3336,1,20100331,DXC,23355L106,DXC TECHNOLOGY CO,5.2134
3336,1,20100430,DXC,23355L106,DXC TECHNOLOGY CO,-3.8539
3336,1,20100531,DXC,23355L106,DXC TECHNOLOGY CO,-4.581
3336,1,20100630,DXC,23355L106,DXC TECHNOLOGY CO,-9.1818
3336,1,20100731,DXC,23355L106,DXC TECHNOLOGY CO,0.1768
3336,1,20100831,DXC,23355L106,DXC TECHNOLOGY CO,-12.1774
3336,1,20100930,DXC,23355L106,DXC TECHNOLOGY CO,15.9256
3336,1,20101031,DXC,23355L106,DXC TECHNOLOGY CO,6.6304
3336,1,20101130,DXC,23355L106,DXC TECHNOLOGY CO,-9.0112
3336,1,20101231,DXC,23355L106,DXC TECHNOLOGY CO,11.5841
3336,1,20110131,DXC,23355L106,DXC TECHNOLOGY CO,7.4395
3336,1,20110228,DXC,23355L106,DXC TECHNOLOGY CO,-9.6829
3336,1,20110331,DXC,23355L106,DXC TECHNOLOGY CO,1.6622
3336,1,20110430,DXC,23355L106,DXC TECHNOLOGY CO,4.6173
3336,1,20110531,DXC,23355L106,DXC TECHNOLOGY CO,-21.7536
3336,1,20110630,DXC,23355L106,DXC TECHNOLOGY CO,-4.3369
3336,1,20110731,DXC,23355L106,DXC TECHNOLOGY CO,-7.0601
3336,1,20110831,DXC,23355L106,DXC TECHNOLOGY CO,-13.0952
3336,1,20110930,DXC,23355L106,DXC TECHNOLOGY CO,-11.7743
3336,1,20111031,DXC,23355L106,DXC TECHNOLOGY CO,17.1695
3336,1,20111130,DXC,23355L106,DXC TECHNOLOGY CO,-22.3458
3336,1,20111231,DXC,23355L106,DXC TECHNOLOGY CO,-2.1695
3336,1,20120131,DXC,23355L106,DXC TECHNOLOGY CO,8.9873
3336,1,20120229,DXC,23355L106,DXC TECHNOLOGY CO,22.9578
3336,1,20120331,DXC,23355L106,DXC TECHNOLOGY CO,-5.1008
3336,1,20120430,DXC,23355L106,DXC TECHNOLOGY CO,-6.2792
3336,1,20120531,DXC,23355L106,DXC TECHNOLOGY CO,-5.0606
3336,1,20120630,DXC,23355L106,DXC TECHNOLOGY CO,-6.0811
3336,1,20120731,DXC,23355L106,DXC TECHNOLOGY CO,-0.8058
3336,1,20120831,DXC,23355L106,DXC TECHNOLOGY CO,31.6409
3336,1,20120930,DXC,23355L106,DXC TECHNOLOGY CO,0
3336,1,20121031,DXC,23355L106,DXC TECHNOLOGY CO,-5.4641
3336,1,20121130,DXC,23355L106,DXC TECHNOLOGY CO,24.9918
3336,1,20121231,DXC,23355L106,DXC TECHNOLOGY CO,5.7541
3336,1,20130131,DXC,23355L106,DXC TECHNOLOGY CO,4.3695
3336,1,20130228,DXC,23355L106,DXC TECHNOLOGY CO,14.9043
3336,1,20130331,DXC,23355L106,DXC TECHNOLOGY CO,2.9148
3336,1,20130430,DXC,23355L106,DXC TECHNOLOGY CO,-4.8345
3336,1,20130531,DXC,23355L106,DXC TECHNOLOGY CO,-4.7812
3336,1,20130630,DXC,23355L106,DXC TECHNOLOGY CO,-1.4347
3336,1,20130731,DXC,23355L106,DXC TECHNOLOGY CO,8.8874
3336,1,20130831,DXC,23355L106,DXC TECHNOLOGY CO,5.6441
3336,1,20130930,DXC,23355L106,DXC TECHNOLOGY CO,3.1705
3336,1,20131031,DXC,23355L106,DXC TECHNOLOGY CO,-4.7932
3336,1,20131130,DXC,23355L106,DXC TECHNOLOGY CO,6.821
3336,1,20131231,DXC,23355L106,DXC TECHNOLOGY CO,6.5754
3336,1,20140131,DXC,23355L106,DXC TECHNOLOGY CO,8.1067
3336,1,20140228,DXC,23355L106,DXC TECHNOLOGY CO,4.6184
3336,1,20140331,DXC,23355L106,DXC TECHNOLOGY CO,-3.4494
3336,1,20140430,DXC,23355L106,DXC TECHNOLOGY CO,-2.6965
3336,1,20140531,DXC,23355L106,DXC TECHNOLOGY CO,6.269
3336,1,20140630,DXC,23355L106,DXC TECHNOLOGY CO,0.8586
3336,1,20140731,DXC,23355L106,DXC TECHNOLOGY CO,-1.2816
3336,1,20140831,DXC,23355L106,DXC TECHNOLOGY CO,-3.7987
3336,1,20140930,DXC,23355L106,DXC TECHNOLOGY CO,2.2746
3336,1,20141031,DXC,23355L106,DXC TECHNOLOGY CO,-1.2265
3336,1,20141130,DXC,23355L106,DXC TECHNOLOGY CO,4.9338
3336,1,20141231,DXC,23355L106,DXC TECHNOLOGY CO,-0.1578
3336,1,20150131,DXC,23355L106,DXC TECHNOLOGY CO,-3.7589
3336,1,20150228,DXC,23355L106,DXC TECHNOLOGY CO,16.8754
3336,1,20150331,DXC,23355L106,DXC TECHNOLOGY CO,-7.6283
3336,1,20150430,DXC,23355L106,DXC TECHNOLOGY CO,-1.2714
3336,1,20150531,DXC,23355L106,DXC TECHNOLOGY CO,6.4391
3336,1,20150630,DXC,23355L106,DXC TECHNOLOGY CO,-3.9796
3336,1,20150731,DXC,23355L106,DXC TECHNOLOGY CO,-0.3199
3336,1,20150831,DXC,23355L106,DXC TECHNOLOGY CO,-5.2575
