PERMNO,date,TICKER,COMNAM,CUSIP,PRC
51369,20150529,TER,TERADYNE INC,88077010,21.15
51369,20150630,TER,TERADYNE INC,88077010,19.29
51369,20150731,TER,TERADYNE INC,88077010,19.26
51369,20150831,TER,TERADYNE INC,88077010,18.04
51369,20150930,TER,TERADYNE INC,88077010,18.01
51369,20151030,TER,TERADYNE INC,88077010,19.52
51369,20151130,TER,TERADYNE INC,88077010,20.78
51369,20151231,TER,TERADYNE INC,88077010,20.67
51369,20160129,TER,TERADYNE INC,88077010,19.43
51369,20160229,TER,TERADYNE INC,88077010,19.08
51369,20160331,TER,TERADYNE INC,88077010,21.59
51369,20160429,TER,TERADYNE INC,88077010,18.91
51369,20160531,TER,TERADYNE INC,88077010,19.81
51369,20160630,TER,TERADYNE INC,88077010,19.69
51369,20160729,TER,TERADYNE INC,88077010,19.75
51369,20160831,TER,TERADYNE INC,88077010,21.06
51369,20160930,TER,TERADYNE INC,88077010,21.58
51369,20161031,TER,TERADYNE INC,88077010,23.29
51369,20161130,TER,TERADYNE INC,88077010,24.38
51369,20161230,TER,TERADYNE INC,88077010,25.4
51369,20170131,TER,TERADYNE INC,88077010,28.38
51369,20170228,TER,TERADYNE INC,88077010,28.44
51369,20170331,TER,TERADYNE INC,88077010,31.1
51369,20170428,TER,TERADYNE INC,88077010,35.27
51369,20170531,TER,TERADYNE INC,88077010,35.55
51369,20170630,TER,TERADYNE INC,88077010,30.03
51369,20170731,TER,TERADYNE INC,88077010,34.59
51369,20170831,TER,TERADYNE INC,88077010,35.61
51369,20170929,TER,TERADYNE INC,88077010,37.29
51369,20171031,TER,TERADYNE INC,88077010,42.89
51369,20171130,TER,TERADYNE INC,88077010,40.47
51369,20171229,TER,TERADYNE INC,88077010,41.87
51369,20180131,TER,TERADYNE INC,88077010,45.84
51369,20180228,TER,TERADYNE INC,88077010,45.4
51369,20180329,TER,TERADYNE INC,88077010,45.71
51369,20180430,TER,TERADYNE INC,88077010,32.55
51369,20180531,TER,TERADYNE INC,88077010,37.91
51369,20180629,TER,TERADYNE INC,88077010,38.07
51369,20180731,TER,TERADYNE INC,88077010,43.25
51369,20180831,TER,TERADYNE INC,88077010,41.19
51369,20180928,TER,TERADYNE INC,88077010,36.98
51369,20181031,TER,TERADYNE INC,88077010,34.45
51369,20181130,TER,TERADYNE INC,88077010,35.69
51369,20181231,TER,TERADYNE INC,88077010,31.38
51369,20190131,TER,TERADYNE INC,88077010,35.99
51369,20190228,TER,TERADYNE INC,88077010,40.83
51369,20190329,TER,TERADYNE INC,88077010,39.84
51369,20190430,TER,TERADYNE INC,88077010,49
51369,20190531,TER,TERADYNE INC,88077010,42.14
51369,20190628,TER,TERADYNE INC,88077010,47.91
51369,20190731,TER,TERADYNE INC,88077010,55.73
51369,20190830,TER,TERADYNE INC,88077010,52.97
51369,20190930,TER,TERADYNE INC,88077010,57.91
51369,20191031,TER,TERADYNE INC,88077010,61.22
51369,20191129,TER,TERADYNE INC,88077010,62.59
51369,20191231,TER,TERADYNE INC,88077010,68.19
53613,20070131,MU,MICRON TECHNOLOGY INC,59511210,12.95
53613,20070228,MU,MICRON TECHNOLOGY INC,59511210,11.86
53613,20070330,MU,MICRON TECHNOLOGY INC,59511210,12.08
53613,20070430,MU,MICRON TECHNOLOGY INC,59511210,11.47
53613,20070531,MU,MICRON TECHNOLOGY INC,59511210,12.18
53613,20070629,MU,MICRON TECHNOLOGY INC,59511210,12.53
53613,20070731,MU,MICRON TECHNOLOGY INC,59511210,11.87
53613,20070831,MU,MICRON TECHNOLOGY INC,59511210,11.45
53613,20070928,MU,MICRON TECHNOLOGY INC,59511210,11.1
53613,20071031,MU,MICRON TECHNOLOGY INC,59511210,10.51
53613,20071130,MU,MICRON TECHNOLOGY INC,59511210,8.32
53613,20071231,MU,MICRON TECHNOLOGY INC,59511210,7.25
53613,20080131,MU,MICRON TECHNOLOGY INC,59511210,6.99
53613,20080229,MU,MICRON TECHNOLOGY INC,59511210,7.52
53613,20080331,MU,MICRON TECHNOLOGY INC,59511210,5.97
53613,20080430,MU,MICRON TECHNOLOGY INC,59511210,7.72
53613,20080530,MU,MICRON TECHNOLOGY INC,59511210,8.07
53613,20080630,MU,MICRON TECHNOLOGY INC,59511210,6
53613,20080731,MU,MICRON TECHNOLOGY INC,59511210,4.83
53613,20080829,MU,MICRON TECHNOLOGY INC,59511210,4.24
53613,20080930,MU,MICRON TECHNOLOGY INC,59511210,4.05
53613,20081031,MU,MICRON TECHNOLOGY INC,59511210,4.71
53613,20081128,MU,MICRON TECHNOLOGY INC,59511210,2.74
53613,20081231,MU,MICRON TECHNOLOGY INC,59511210,2.64
53613,20090130,MU,MICRON TECHNOLOGY INC,59511210,3.72
53613,20090227,MU,MICRON TECHNOLOGY INC,59511210,3.22
53613,20090331,MU,MICRON TECHNOLOGY INC,59511210,4.06
53613,20090430,MU,MICRON TECHNOLOGY INC,59511210,4.88
53613,20090529,MU,MICRON TECHNOLOGY INC,59511210,5.06
53613,20090630,MU,MICRON TECHNOLOGY INC,59511210,5.06
53613,20090731,MU,MICRON TECHNOLOGY INC,59511210,6.39
53613,20090831,MU,MICRON TECHNOLOGY INC,59511210,7.37
53613,20090930,MU,MICRON TECHNOLOGY INC,59511210,8.2
53613,20091030,MU,MICRON TECHNOLOGY INC,59511210,6.79
53613,20091130,MU,MICRON TECHNOLOGY INC,59511210,7.52
53613,20091231,MU,MICRON TECHNOLOGY INC,59511210,10.56
53613,20100129,MU,MICRON TECHNOLOGY INC,59511210,8.72
53613,20100226,MU,MICRON TECHNOLOGY INC,59511210,9.06
53613,20100331,MU,MICRON TECHNOLOGY INC,59511210,10.37
53613,20100430,MU,MICRON TECHNOLOGY INC,59511210,9.35
53613,20100528,MU,MICRON TECHNOLOGY INC,59511210,9.09
53613,20100630,MU,MICRON TECHNOLOGY INC,59511210,8.49
53613,20100730,MU,MICRON TECHNOLOGY INC,59511210,7.28
53613,20100831,MU,MICRON TECHNOLOGY INC,59511210,6.4585
53613,20100930,MU,MICRON TECHNOLOGY INC,59511210,7.21
53613,20101029,MU,MICRON TECHNOLOGY INC,59511210,8.255
53613,20101130,MU,MICRON TECHNOLOGY INC,59511210,7.269
53613,20101231,MU,MICRON TECHNOLOGY INC,59511210,8.02
53613,20110131,MU,MICRON TECHNOLOGY INC,59511210,10.54
53613,20110228,MU,MICRON TECHNOLOGY INC,59511210,11.13
53613,20110331,MU,MICRON TECHNOLOGY INC,59511210,11.47
53613,20110429,MU,MICRON TECHNOLOGY INC,59511210,11.32
53613,20110531,MU,MICRON TECHNOLOGY INC,59511210,10.2
53613,20110630,MU,MICRON TECHNOLOGY INC,59511210,7.48
53613,20110729,MU,MICRON TECHNOLOGY INC,59511210,7.37
53613,20110831,MU,MICRON TECHNOLOGY INC,59511210,5.91
53613,20110930,MU,MICRON TECHNOLOGY INC,59511210,5.04
53613,20111031,MU,MICRON TECHNOLOGY INC,59511210,5.59
53613,20111130,MU,MICRON TECHNOLOGY INC,59511210,5.99
53613,20111230,MU,MICRON TECHNOLOGY INC,59511210,6.29
53613,20120131,MU,MICRON TECHNOLOGY INC,59511210,7.595
53613,20120229,MU,MICRON TECHNOLOGY INC,59511210,8.55
53613,20120330,MU,MICRON TECHNOLOGY INC,59511210,8.095
53613,20120430,MU,MICRON TECHNOLOGY INC,59511210,6.59
53613,20120531,MU,MICRON TECHNOLOGY INC,59511210,5.84
53613,20120629,MU,MICRON TECHNOLOGY INC,59511210,6.31
53613,20120731,MU,MICRON TECHNOLOGY INC,59511210,6.21
53613,20120831,MU,MICRON TECHNOLOGY INC,59511210,6.21
53613,20120928,MU,MICRON TECHNOLOGY INC,59511210,5.98
53613,20121031,MU,MICRON TECHNOLOGY INC,59511210,5.425
53613,20121130,MU,MICRON TECHNOLOGY INC,59511210,5.965
53613,20121231,MU,MICRON TECHNOLOGY INC,59511210,6.34
53613,20130131,MU,MICRON TECHNOLOGY INC,59511210,7.56
53613,20130228,MU,MICRON TECHNOLOGY INC,59511210,8.375
53613,20130328,MU,MICRON TECHNOLOGY INC,59511210,9.975
53613,20130430,MU,MICRON TECHNOLOGY INC,59511210,9.42
53613,20130531,MU,MICRON TECHNOLOGY INC,59511210,11.68
53613,20130628,MU,MICRON TECHNOLOGY INC,59511210,14.33
53613,20130731,MU,MICRON TECHNOLOGY INC,59511210,13.24
53613,20130830,MU,MICRON TECHNOLOGY INC,59511210,13.57
53613,20130930,MU,MICRON TECHNOLOGY INC,59511210,17.469
53613,20131031,MU,MICRON TECHNOLOGY INC,59511210,17.68
53613,20131129,MU,MICRON TECHNOLOGY INC,59511210,21.1
53613,20131231,MU,MICRON TECHNOLOGY INC,59511210,21.75
53613,20140131,MU,MICRON TECHNOLOGY INC,59511210,23.04
53613,20140228,MU,MICRON TECHNOLOGY INC,59511210,24.19
53613,20140331,MU,MICRON TECHNOLOGY INC,59511210,23.66
53613,20140430,MU,MICRON TECHNOLOGY INC,59511210,26.12
53613,20140530,MU,MICRON TECHNOLOGY INC,59511210,28.59
53613,20140630,MU,MICRON TECHNOLOGY INC,59511210,32.95
53613,20140731,MU,MICRON TECHNOLOGY INC,59511210,30.55
53613,20140829,MU,MICRON TECHNOLOGY INC,59511210,32.6
53613,20140930,MU,MICRON TECHNOLOGY INC,59511210,34.26
53613,20141031,MU,MICRON TECHNOLOGY INC,59511210,33.09
53613,20141128,MU,MICRON TECHNOLOGY INC,59511210,35.95
53613,20141231,MU,MICRON TECHNOLOGY INC,59511210,35.01
53613,20150130,MU,MICRON TECHNOLOGY INC,59511210,29.265
53613,20150227,MU,MICRON TECHNOLOGY INC,59511210,30.67
53613,20150331,MU,MICRON TECHNOLOGY INC,59511210,27.13
53613,20150430,MU,MICRON TECHNOLOGY INC,59511210,28.13
53613,20150529,MU,MICRON TECHNOLOGY INC,59511210,27.93
53613,20150630,MU,MICRON TECHNOLOGY INC,59511210,18.84
53613,20150731,MU,MICRON TECHNOLOGY INC,59511210,18.51
53613,20150831,MU,MICRON TECHNOLOGY INC,59511210,16.41
53613,20150930,MU,MICRON TECHNOLOGY INC,59511210,14.98
53613,20151030,MU,MICRON TECHNOLOGY INC,59511210,16.56
53613,20151130,MU,MICRON TECHNOLOGY INC,59511210,15.93
53613,20151231,MU,MICRON TECHNOLOGY INC,59511210,14.16
53613,20160129,MU,MICRON TECHNOLOGY INC,59511210,11.03
53613,20160229,MU,MICRON TECHNOLOGY INC,59511210,10.63
53613,20160331,MU,MICRON TECHNOLOGY INC,59511210,10.47
53613,20160429,MU,MICRON TECHNOLOGY INC,59511210,10.75
53613,20160531,MU,MICRON TECHNOLOGY INC,59511210,12.72
53613,20160630,MU,MICRON TECHNOLOGY INC,59511210,13.76
53613,20160729,MU,MICRON TECHNOLOGY INC,59511210,13.74
53613,20160831,MU,MICRON TECHNOLOGY INC,59511210,16.49
53613,20160930,MU,MICRON TECHNOLOGY INC,59511210,17.78
53613,20161031,MU,MICRON TECHNOLOGY INC,59511210,17.16
53613,20161130,MU,MICRON TECHNOLOGY INC,59511210,19.53
53613,20161230,MU,MICRON TECHNOLOGY INC,59511210,21.92
53613,20170131,MU,MICRON TECHNOLOGY INC,59511210,24.11
53613,20170228,MU,MICRON TECHNOLOGY INC,59511210,23.44
53613,20170331,MU,MICRON TECHNOLOGY INC,59511210,28.9
53613,20170428,MU,MICRON TECHNOLOGY INC,59511210,27.67
53613,20170531,MU,MICRON TECHNOLOGY INC,59511210,30.77
53613,20170630,MU,MICRON TECHNOLOGY INC,59511210,29.86
53613,20170731,MU,MICRON TECHNOLOGY INC,59511210,28.12
53613,20170831,MU,MICRON TECHNOLOGY INC,59511210,31.97
